init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type
8	99	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	113	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	114	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	116	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	29	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	39	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	47	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	140	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	74	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	76	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	79	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	80	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	134	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	142	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	144	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	145	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	92	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	94	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	126	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	127	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	68	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	72	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	128	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	220	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	164	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	165	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	173	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	189	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	151	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	157	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	183	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	184	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	99	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	100	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	103	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	104	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	88	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	89	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	159	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	160	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	29	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	30	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	39	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	47	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	26	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	136	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	138	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	139	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	52	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	53	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	60	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	190	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	65	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	190	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	201	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	208	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	179	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	190	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	200	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	206	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	25	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	54	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	57	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	223	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
24	27	900.0	25.0	1.0	1.0	4.0	0.0	0.0	1
24	28	2800.0	414.0	12.666667	1.0	4.0	0.0	0.0	1
25	23	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
25	26	2800.0	317.0	14.0	1.0	4.0	0.0	0.0	1
26	19	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
26	27	2800.0	181.0	8.666667	1.0	4.0	0.0	0.0	1
27	24	900.0	25.0	0.666667	1.0	4.0	0.0	0.0	1
27	42	2800.0	408.0	22.0	1.0	4.0	0.0	0.0	1
27	141	900.0	212.0	8.333333	1.0	4.0	0.0	0.0	1
28	57	2800.0	308.0	11.333333	1.0	4.0	0.0	0.0	1
29	9	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
29	18	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
29	30	2800.0	182.0	11.666667	1.0	4.0	0.0	0.0	1
29	39	2800.0	43.0	1.0	1.0	4.0	0.0	0.0	1
30	18	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
30	36	2800.0	225.0	10.0	1.0	4.0	0.0	0.0	1
31	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
31	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
31	40	2800.0	239.0	11.0	1.0	4.0	0.0	0.0	1
31	216	600.0	210.0	11.0	1.0	4.0	0.0	0.0	1
32	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
32	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
32	31	600.0	35.0	1.666667	1.0	4.0	0.0	0.0	1
32	38	2800.0	241.0	8.333333	1.0	4.0	0.0	0.0	1
33	32	2800.0	199.0	12.666667	1.0	4.0	0.0	0.0	1
34	35	2400.0	34.0	0.666667	1.0	4.0	0.0	0.0	1
35	41	2800.0	17.0	0.666667	1.0	4.0	0.0	0.0	1
35	180	2400.0	138.0	7.333333	1.0	4.0	0.0	0.0	1
36	37	2800.0	123.0	3.666667	1.0	4.0	0.0	0.0	1
36	38	600.0	35.0	1.0	1.0	4.0	0.0	0.0	1
37	2	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
37	31	2800.0	118.0	15.333333	1.0	4.0	0.0	0.0	1
38	36	600.0	35.0	1.0	1.0	4.0	0.0	0.0	1
38	39	2800.0	423.0	11.333333	1.0	4.0	0.0	0.0	1
38	162	600.0	85.0	3.0	1.0	4.0	0.0	0.0	1
39	9	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
39	18	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
39	49	2800.0	75.0	3.333333	1.0	4.0	0.0	0.0	1
40	34	2800.0	18.0	0.333333	1.0	4.0	0.0	0.0	1
40	84	2400.0	215.0	4.666667	1.0	4.0	0.0	0.0	1
41	33	2800.0	37.0	1.333333	1.0	4.0	0.0	0.0	1
41	40	2400.0	34.0	0.666667	1.0	4.0	0.0	0.0	1
42	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
42	43	2800.0	39.0	2.666667	1.0	4.0	0.0	0.0	1
42	50	2800.0	35.0	1.666667	1.0	4.0	0.0	0.0	1
43	47	2800.0	223.0	7.0	1.0	4.0	0.0	0.0	1
44	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
44	24	2800.0	401.0	14.333333	1.0	4.0	0.0	0.0	1
44	42	2800.0	24.0	1.666667	1.0	4.0	0.0	0.0	1
45	46	900.0	33.0	1.333333	1.0	4.0	0.0	0.0	1
45	60	2800.0	435.0	18.0	1.0	4.0	0.0	0.0	1
45	187	900.0	176.0	4.666667	1.0	4.0	0.0	0.0	1
46	45	900.0	33.0	1.0	1.0	4.0	0.0	0.0	1
46	62	2800.0	196.0	9.0	1.0	4.0	0.0	0.0	1
46	95	900.0	296.0	10.666667	1.0	4.0	0.0	0.0	1
47	9	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
47	18	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
47	48	2800.0	34.0	0.666667	1.0	4.0	0.0	0.0	1
48	29	2800.0	90.0	5.0	1.0	4.0	0.0	0.0	1
49	47	2800.0	37.0	0.666667	1.0	4.0	0.0	0.0	1
49	50	2800.0	254.0	21.666667	1.0	4.0	0.0	0.0	1
50	51	2800.0	25.0	1.0	1.0	4.0	0.0	0.0	1
50	63	2800.0	302.0	8.0	1.0	4.0	0.0	0.0	1
51	44	2800.0	33.0	1.0	1.0	4.0	0.0	0.0	1
51	45	2800.0	369.0	18.0	1.0	4.0	0.0	0.0	1
52	20	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
53	20	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
53	46	2800.0	201.0	10.0	1.0	4.0	0.0	0.0	1
53	52	900.0	33.0	0.666667	1.0	4.0	0.0	0.0	1
53	127	900.0	567.0	20.666667	1.0	4.0	0.0	0.0	1
54	23	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
54	25	2800.0	403.0	19.666667	1.0	4.0	0.0	0.0	1
54	55	900.0	26.0	1.333333	1.0	4.0	0.0	0.0	1
55	54	900.0	26.0	1.666667	1.0	4.0	0.0	0.0	1
55	145	900.0	178.0	13.0	1.0	4.0	0.0	0.0	1
55	222	2800.0	145.0	5.0	1.0	4.0	0.0	0.0	1
56	54	2800.0	70.0	4.0	1.0	4.0	0.0	0.0	1
57	23	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
57	55	2800.0	184.0	9.666667	1.0	4.0	0.0	0.0	1
57	144	600.0	178.0	7.333333	1.0	4.0	0.0	0.0	1
58	59	2800.0	148.0	7.666667	1.0	4.0	0.0	0.0	1
58	122	2800.0	222.0	18.666667	1.0	4.0	0.0	0.0	1
59	53	2800.0	247.0	9.333333	1.0	4.0	0.0	0.0	1
59	60	900.0	37.0	1.0	1.0	4.0	0.0	0.0	1
59	93	900.0	101.0	3.333333	1.0	4.0	0.0	0.0	1
60	20	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
60	58	2800.0	156.0	15.0	1.0	4.0	0.0	0.0	1
60	59	900.0	37.0	1.0	1.0	4.0	0.0	0.0	1
61	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
61	44	2800.0	163.0	19.666667	1.0	4.0	0.0	0.0	1
62	3	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
62	61	2800.0	12.0	0.666667	1.0	4.0	0.0	0.0	1
62	82	2400.0	430.0	9.0	1.0	4.0	0.0	0.0	1
63	64	2800.0	589.0	16.666667	1.0	4.0	0.0	0.0	1
64	67	2800.0	14.0	0.333333	1.0	4.0	0.0	0.0	1
64	88	900.0	113.0	5.666667	1.0	4.0	0.0	0.0	1
65	21	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
65	51	2800.0	504.0	17.666667	1.0	4.0	0.0	0.0	1
66	64	900.0	26.0	1.0	1.0	4.0	0.0	0.0	1
66	65	2800.0	401.0	11.333333	1.0	4.0	0.0	0.0	1
66	208	900.0	85.0	2.666667	1.0	4.0	0.0	0.0	1
67	66	900.0	25.0	2.333333	1.0	4.0	0.0	0.0	1
67	185	2800.0	276.0	7.333333	1.0	4.0	0.0	0.0	1
68	13	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
68	69	900.0	11.0	0.333333	1.0	4.0	0.0	0.0	1
68	77	2400.0	223.0	6.0	1.0	4.0	0.0	0.0	1
68	220	900.0	112.0	2.666667	1.0	4.0	0.0	0.0	1
69	68	900.0	11.0	0.333333	1.0	4.0	0.0	0.0	1
69	72	2400.0	107.0	3.333333	1.0	4.0	0.0	0.0	1
69	111	900.0	135.0	3.333333	1.0	4.0	0.0	0.0	1
70	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
70	71	2400.0	260.0	5.333333	1.0	4.0	0.0	0.0	1
70	75	900.0	18.0	0.333333	1.0	4.0	0.0	0.0	1
71	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
71	24	600.0	287.0	7.333333	1.0	4.0	0.0	0.0	1
71	61	2400.0	323.0	7.0	1.0	4.0	0.0	0.0	1
72	13	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
72	80	2400.0	166.0	5.0	1.0	4.0	0.0	0.0	1
73	5	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
73	69	2400.0	186.0	8.666667	1.0	4.0	0.0	0.0	1
74	10	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
74	70	2400.0	128.0	2.666667	1.0	4.0	0.0	0.0	1
75	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
75	70	900.0	18.0	0.333333	1.0	4.0	0.0	0.0	1
75	76	2400.0	128.0	2.666667	1.0	4.0	0.0	0.0	1
75	123	900.0	107.0	2.666667	1.0	4.0	0.0	0.0	1
76	10	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
76	79	2400.0	89.0	2.0	1.0	4.0	0.0	0.0	1
77	5	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
77	78	2400.0	16.0	0.333333	1.0	4.0	0.0	0.0	1
78	5	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
78	96	2400.0	142.0	9.0	1.0	4.0	0.0	0.0	1
79	10	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
79	68	2400.0	291.0	12.666667	1.0	4.0	0.0	0.0	1
79	80	900.0	19.0	0.333333	1.0	4.0	0.0	0.0	1
79	123	900.0	185.0	4.666667	1.0	4.0	0.0	0.0	1
80	10	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
80	79	900.0	19.0	0.333333	1.0	4.0	0.0	0.0	1
80	81	2400.0	24.0	0.666667	1.0	4.0	0.0	0.0	1
81	74	2400.0	90.0	2.333333	1.0	4.0	0.0	0.0	1
82	4	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
82	75	2400.0	152.0	3.333333	1.0	4.0	0.0	0.0	1
84	83	2400.0	104.0	2.666667	1.0	4.0	0.0	0.0	1
84	85	900.0	16.0	0.333333	1.0	4.0	0.0	0.0	1
84	216	900.0	247.0	6.333333	1.0	4.0	0.0	0.0	1
85	34	2400.0	218.0	4.666667	1.0	4.0	0.0	0.0	1
85	84	900.0	16.0	0.333333	1.0	4.0	0.0	0.0	1
86	119	2800.0	213.0	5.333333	1.0	4.0	0.0	0.0	1
86	120	900.0	252.0	12.666667	1.0	4.0	0.0	0.0	1
86	191	2800.0	456.0	13.0	1.0	4.0	0.0	0.0	1
87	86	2800.0	161.0	4.0	1.0	4.0	0.0	0.0	1
88	17	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
88	89	900.0	20.0	0.333333	1.0	4.0	0.0	0.0	1
88	91	900.0	49.0	1.666667	1.0	4.0	0.0	0.0	1
88	213	900.0	399.0	14.333333	1.0	4.0	0.0	0.0	1
89	17	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
89	88	900.0	20.0	1.0	1.0	4.0	0.0	0.0	1
89	90	900.0	86.0	6.333333	1.0	4.0	0.0	0.0	1
90	67	900.0	29.0	0.666667	1.0	4.0	0.0	0.0	1
91	160	600.0	519.0	23.666667	1.0	4.0	0.0	0.0	1
92	12	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
92	59	900.0	286.0	7.0	1.0	4.0	0.0	0.0	1
93	125	900.0	465.0	11.666667	1.0	4.0	0.0	0.0	1
94	12	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
94	53	900.0	227.0	5.666667	1.0	4.0	0.0	0.0	1
95	46	900.0	296.0	7.333333	1.0	4.0	0.0	0.0	1
95	129	900.0	182.0	7.0	1.0	4.0	0.0	0.0	1
96	5	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
96	97	900.0	16.0	0.333333	1.0	4.0	0.0	0.0	1
97	73	2400.0	194.0	5.666667	1.0	4.0	0.0	0.0	1
97	96	900.0	16.0	0.333333	1.0	4.0	0.0	0.0	1
97	133	900.0	202.0	5.0	1.0	4.0	0.0	0.0	1
98	108	600.0	88.0	2.333333	1.0	4.0	0.0	0.0	1
99	8	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
99	16	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
99	100	900.0	217.0	5.333333	1.0	4.0	0.0	0.0	1
99	110	900.0	90.0	2.333333	1.0	4.0	0.0	0.0	1
99	114	900.0	150.0	6.333333	1.0	4.0	0.0	0.0	1
100	16	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
100	99	900.0	217.0	6.333333	1.0	4.0	0.0	0.0	1
100	106	900.0	168.0	4.333333	1.0	4.0	0.0	0.0	1
100	107	600.0	264.0	6.666667	1.0	4.0	0.0	0.0	1
101	111	900.0	173.0	5.333333	1.0	4.0	0.0	0.0	1
101	144	900.0	181.0	4.666667	1.0	4.0	0.0	0.0	1
102	112	600.0	292.0	13.0	1.0	4.0	0.0	0.0	1
103	16	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
103	99	900.0	29.0	0.666667	1.0	4.0	0.0	0.0	1
104	16	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
104	116	900.0	96.0	2.333333	1.0	4.0	0.0	0.0	1
105	107	600.0	218.0	5.333333	1.0	4.0	0.0	0.0	1
106	100	900.0	168.0	5.666667	1.0	4.0	0.0	0.0	1
106	107	600.0	159.0	6.666667	1.0	4.0	0.0	0.0	1
106	118	900.0	133.0	3.666667	1.0	4.0	0.0	0.0	1
107	100	600.0	264.0	6.666667	1.0	4.0	0.0	0.0	1
107	102	600.0	55.0	2.333333	1.0	4.0	0.0	0.0	1
107	106	600.0	159.0	8.0	1.0	4.0	0.0	0.0	1
108	74	600.0	162.0	4.333333	1.0	4.0	0.0	0.0	1
109	106	900.0	291.0	11.0	1.0	4.0	0.0	0.0	1
109	115	600.0	115.0	5.333333	1.0	4.0	0.0	0.0	1
109	117	2800.0	375.0	13.0	1.0	4.0	0.0	0.0	1
110	99	900.0	90.0	5.0	1.0	4.0	0.0	0.0	1
110	117	900.0	153.0	3.666667	1.0	4.0	0.0	0.0	1
111	69	900.0	135.0	13.333333	1.0	4.0	0.0	0.0	1
111	98	600.0	101.0	2.666667	1.0	4.0	0.0	0.0	1
111	101	900.0	173.0	4.333333	1.0	4.0	0.0	0.0	1
112	105	600.0	129.0	4.0	1.0	4.0	0.0	0.0	1
112	115	600.0	675.0	17.0	1.0	4.0	0.0	0.0	1
112	130	600.0	97.0	2.333333	1.0	4.0	0.0	0.0	1
113	8	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
113	103	900.0	68.0	2.0	1.0	4.0	0.0	0.0	1
114	8	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
114	120	900.0	167.0	15.333333	1.0	4.0	0.0	0.0	1
115	109	600.0	115.0	3.0	1.0	4.0	0.0	0.0	1
115	112	600.0	675.0	33.666667	1.0	4.0	0.0	0.0	1
116	8	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
116	110	900.0	141.0	3.666667	1.0	4.0	0.0	0.0	1
116	114	900.0	38.0	1.333333	1.0	4.0	0.0	0.0	1
117	109	2800.0	375.0	19.666667	1.0	4.0	0.0	0.0	1
117	110	900.0	153.0	5.0	1.0	4.0	0.0	0.0	1
117	119	2800.0	123.0	3.0	1.0	4.0	0.0	0.0	1
118	109	900.0	158.0	21.0	1.0	4.0	0.0	0.0	1
119	86	2800.0	213.0	5.0	1.0	4.0	0.0	0.0	1
119	116	600.0	200.0	5.0	1.0	4.0	0.0	0.0	1
119	117	2800.0	123.0	4.666667	1.0	4.0	0.0	0.0	1
120	86	900.0	252.0	6.333333	1.0	4.0	0.0	0.0	1
120	116	900.0	205.0	5.0	1.0	4.0	0.0	0.0	1
120	121	600.0	60.0	2.333333	1.0	4.0	0.0	0.0	1
121	120	600.0	60.0	1.666667	1.0	4.0	0.0	0.0	1
121	125	600.0	417.0	10.333333	1.0	4.0	0.0	0.0	1
122	192	2800.0	340.0	16.333333	1.0	4.0	0.0	0.0	1
123	79	900.0	185.0	7.666667	1.0	4.0	0.0	0.0	1
123	95	900.0	275.0	7.0	1.0	4.0	0.0	0.0	1
123	124	900.0	100.0	2.333333	1.0	4.0	0.0	0.0	1
124	123	900.0	100.0	2.333333	1.0	4.0	0.0	0.0	1
124	127	900.0	142.0	3.666667	1.0	4.0	0.0	0.0	1
125	92	900.0	280.0	7.0	1.0	4.0	0.0	0.0	1
125	126	900.0	171.0	4.333333	1.0	4.0	0.0	0.0	1
125	221	600.0	176.0	4.333333	1.0	4.0	0.0	0.0	1
126	12	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
126	125	900.0	171.0	4.333333	1.0	4.0	0.0	0.0	1
126	127	900.0	110.0	2.666667	1.0	4.0	0.0	0.0	1
127	12	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
127	94	900.0	340.0	8.333333	1.0	4.0	0.0	0.0	1
127	124	900.0	142.0	3.666667	1.0	4.0	0.0	0.0	1
127	126	900.0	110.0	2.666667	1.0	4.0	0.0	0.0	1
127	220	900.0	391.0	9.666667	1.0	4.0	0.0	0.0	1
128	13	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
128	127	900.0	100.0	2.333333	1.0	4.0	0.0	0.0	1
129	123	900.0	93.0	3.0	1.0	4.0	0.0	0.0	1
131	132	600.0	92.0	2.333333	1.0	4.0	0.0	0.0	1
132	97	900.0	293.0	19.666667	1.0	4.0	0.0	0.0	1
132	135	900.0	104.0	3.0	1.0	4.0	0.0	0.0	1
133	132	900.0	91.0	2.333333	1.0	4.0	0.0	0.0	1
134	11	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
134	132	900.0	311.0	8.666667	1.0	4.0	0.0	0.0	1
134	143	900.0	113.0	2.666667	1.0	4.0	0.0	0.0	1
135	134	900.0	207.0	5.333333	1.0	4.0	0.0	0.0	1
136	19	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
136	138	900.0	127.0	4.0	1.0	4.0	0.0	0.0	1
136	140	900.0	527.0	20.666667	1.0	4.0	0.0	0.0	1
137	136	900.0	234.0	6.0	1.0	4.0	0.0	0.0	1
138	19	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
138	139	900.0	80.0	2.333333	1.0	4.0	0.0	0.0	1
139	19	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
139	141	900.0	109.0	8.333333	1.0	4.0	0.0	0.0	1
140	9	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
140	219	900.0	15.0	0.333333	1.0	4.0	0.0	0.0	1
141	27	900.0	212.0	26.666667	1.0	4.0	0.0	0.0	1
141	136	900.0	316.0	13.0	1.0	4.0	0.0	0.0	1
142	11	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
142	101	900.0	73.0	2.0	1.0	4.0	0.0	0.0	1
143	134	900.0	113.0	3.0	1.0	4.0	0.0	0.0	1
143	145	900.0	180.0	6.666667	1.0	4.0	0.0	0.0	1
144	11	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
144	57	600.0	178.0	4.333333	1.0	4.0	0.0	0.0	1
144	142	900.0	108.0	3.333333	1.0	4.0	0.0	0.0	1
144	146	900.0	78.0	3.0	1.0	4.0	0.0	0.0	1
145	11	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
145	55	900.0	178.0	4.333333	1.0	4.0	0.0	0.0	1
145	143	900.0	180.0	4.666667	1.0	4.0	0.0	0.0	1
145	146	900.0	115.0	4.0	1.0	4.0	0.0	0.0	1
146	144	900.0	78.0	2.666667	1.0	4.0	0.0	0.0	1
146	145	900.0	115.0	3.0	1.0	4.0	0.0	0.0	1
147	148	2800.0	27.0	0.666667	1.0	4.0	0.0	0.0	1
148	147	2800.0	27.0	0.666667	1.0	4.0	0.0	0.0	1
148	149	2800.0	47.0	1.666667	1.0	4.0	0.0	0.0	1
149	151	2800.0	45.0	1.666667	1.0	4.0	0.0	0.0	1
150	153	900.0	280.0	15.0	1.0	4.0	0.0	0.0	1
151	15	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
151	152	900.0	60.0	1.333333	1.0	4.0	0.0	0.0	1
151	153	2800.0	43.0	1.0	1.0	4.0	0.0	0.0	1
152	170	900.0	515.0	22.333333	1.0	4.0	0.0	0.0	1
153	157	2800.0	44.0	1.0	1.0	4.0	0.0	0.0	1
154	155	2800.0	50.0	1.333333	1.0	4.0	0.0	0.0	1
155	156	2800.0	35.0	1.0	1.0	4.0	0.0	0.0	1
156	158	2800.0	39.0	1.0	1.0	4.0	0.0	0.0	1
157	15	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
157	154	2800.0	31.0	1.0	1.0	4.0	0.0	0.0	1
157	184	2800.0	257.0	7.333333	1.0	4.0	0.0	0.0	1
158	147	2800.0	44.0	0.666667	1.0	4.0	0.0	0.0	1
158	149	2800.0	28.0	0.666667	1.0	4.0	0.0	0.0	1
159	1	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
159	17	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
159	160	900.0	238.0	6.0	1.0	4.0	0.0	0.0	1
159	161	600.0	188.0	8.333333	1.0	4.0	0.0	0.0	1
