init_node	term_node	demand
6	36	3.618
7	1	65.868
7	2	9.504
7	3	11.274
7	4	24.384
7	5	28.392
7	6	16.212
7	8	36.75
7	9	18.822
7	10	13.878
7	11	2.082
7	12	21.27
7	13	5.946
7	14	3.384
7	15	17.964
7	16	16.902
7	17	7.446
7	18	14.28
7	19	29.04
7	20	17.574
7	21	30.108
7	22	13.212
7	23	18.618
7	24	1.584
7	25	6.042
7	26	11.946
7	27	7.992
7	28	10.41
7	29	19.842
7	30	16.164
7	31	15.372
7	32	37.806
7	33	10.668
7	34	3.48
7	35	30.084
7	36	5.976
8	1	47.124
8	2	9.72
8	3	7.584
8	4	13.032
8	5	18.114
8	6	16.404
8	7	36.204
8	9	22.836
8	10	8.124
8	11	2.802
8	12	10.134
8	13	4.08
8	14	3.342
8	15	13.908
8	16	12.702
8	17	11.202
8	18	21.642
8	19	19.794
8	20	9.648
8	21	20.412
8	22	6.732
8	23	8.358
8	24	3.096
8	25	7.602
8	26	8.826
8	27	7.62
8	28	5.898
8	29	18.288
8	30	14.772
8	31	15.744
8	32	24.792
8	33	7.566
8	34	5.586
8	35	22.428
8	36	6.282
9	1	61.62
9	2	7.266
9	3	9.204
9	4	19.026
9	5	24.432
9	6	14.484
9	7	18.972
9	8	23.244
9	10	10.44
9	11	2.082
9	12	17.502
9	13	7.032
9	14	3.462
9	15	16.002
9	16	12.972
9	17	5.31
9	18	9.474
9	19	25.242
9	20	15.258
9	21	27.762
9	22	10.308
9	23	13.356
9	24	0.918
9	25	3.564
9	26	8.418
9	27	6.408
9	28	9.612
9	29	12.774
9	30	11.514
9	31	12.462
9	32	32.508
9	33	9.894
9	34	2.502
9	35	28.584
9	36	5.082
10	1	9.66
10	2	2.43
10	3	2.406
10	4	5.382
10	5	4.896
10	6	5.676
10	7	10.878
10	8	8.598
10	9	7.98
10	11	15.372
10	12	76.464
10	13	17.334
10	14	22.86
10	15	4.794
10	16	4.14
10	17	2.526
10	18	5.46
10	19	5.25
10	20	2.826
10	21	4.698
10	22	2.316
10	23	3.324
10	24	26.04
10	25	68.274
10	26	81.036
10	27	42.546
10	28	33.9
10	29	5.268
10	30	3.894
10	31	3.798
10	32	6.558
10	33	1.854
10	34	43.722
10	35	6.402
10	36	1.386
11	1	5.286
11	2	0.798
11	3	0.9
11	4	2.082
11	5	2.49
11	6	1.296
11	7	2.064
11	8	3.468
11	9	1.938
11	10	13.902
11	12	29.43
11	13	6.432
11	14	5.142
11	15	1.956
11	16	1.536
11	17	0.624
11	18	1.218
11	19	2.364
11	20	1.464
11	21	2.466
11	22	1.056
11	23	1.734
11	24	4.098
11	25	13.392
11	26	21.114
11	27	10.02
11	28	13.482
11	29	1.806
11	30	1.458
11	31	1.35
11	32	3.318
11	33	0.942
11	34	5.988
11	35	3.312
11	36	0.51
12	1	7.32
12	2	2.376
12	3	2.13
12	4	4.746
12	5	3.402
12	6	6.462
12	7	15.24
12	8	8.826
12	9	12.03
12	10	83.07
12	11	32.1
12	13	24.372
12	14	25.206
12	15	4.248
12	16	2.97
12	17	2.43
12	18	5.124
12	19	3.936
12	20	2.274
12	21	2.994
12	22	1.842
12	23	2.742
12	24	31.626
12	25	97.668
12	26	75.006
12	27	75.438
12	28	27.708
12	29	7.182
12	30	5.46
12	31	2.31
12	32	4.32
12	33	0.834
12	34	61.29
12	35	5.094
12	36	0.942
13	1	2.592
13	2	1.044
13	3	0.852
13	4	1.722
13	5	1.146
13	6	1.98
13	7	4.134
13	8	3.24
13	9	4.932
13	10	19.866
13	11	7.62
13	12	25.212
13	14	7.788
13	15	1.026
13	16	1.374
13	17	1.314
13	18	2.916
13	19	1.548
13	20	0.81
13	21	1.116
13	22	0.648
13	23	0.882
13	24	15.618
13	25	43.836
13	26	39.168
13	27	30.51
13	28	11.622
13	29	2.76
13	30	1.986
13	31	1.338
13	32	1.554
13	33	0.378
13	34	29.718
13	35	1.26
13	36	0.6
14	1	4.662
14	2	0.798
14	3	0.966
14	4	2.292
14	5	2.13
14	6	2.166
14	7	2.958
14	8	3.846
14	9	2.892
14	10	21.594
14	11	5.424
14	12	23.424
14	13	6.636
14	15	1.674
14	16	1.374
14	17	0.66
14	18	1.32
14	19	2.142
14	20	1.332
14	21	2.052
14	22	1.002
14	23	1.62
14	24	5.676
14	25	18.252
14	26	22.74
14	27	19.92
14	28	13.614
14	29	2.22
14	30	1.692
14	31	1.008
14	32	2.748
14	33	0.618
14	34	12.648
14	35	2.31
14	36	0.444
15	1	16.512
15	2	4.62
15	3	4.02
15	4	8.79
15	5	6.57
15	6	9.624
15	7	17.628
15	8	13.788
15	9	15.672
15	10	4.194
15	11	1.518
15	12	3.762
15	13	1.308
15	14	1.374
15	16	5.496
15	17	5.4
15	18	11.004
15	19	7.896
15	20	4.602
15	21	6.618
15	22	3.564
15	23	5.214
15	24	1.788
15	25	4.668
15	26	4.164
15	27	4.038
15	28	2.232
15	29	8.766
15	30	5.778
15	31	6.012
15	32	8.874
15	33	2.16
15	34	3.354
15	35	5.88
15	36	2.502
16	1	19.986
16	2	2.988
16	3	3.714
16	4	8.19
16	5	7.944
16	6	8.736
16	7	16.872
16	8	12.714
16	9	12.816
16	10	3.774
16	11	1.11
16	12	4.014
16	13	1.536
16	14	1.092
16	15	5.526
16	17	4.026
16	18	7.716
16	19	9.39
16	20	5.418
16	21	8.706
16	22	3.75
16	23	5.772
16	24	0.9
16	25	4.146
16	26	4.44
16	27	3.816
16	28	2.694
16	29	7.29
16	30	4.968
16	31	9.144
16	32	11.478
16	33	4.158
16	34	2.124
16	35	7.77
16	36	3.462
17	1	20.61
17	2	2.226
17	3	2.802
17	4	8.196
17	5	6.306
17	6	6.288
17	7	7.464
17	8	11.7
17	9	5.292
17	10	3.414
17	11	0.702
17	12	3.264
17	13	1.98
17	14	0.828
17	15	5.676
17	16	4.092
17	18	3.042
17	19	7.842
17	20	5.172
17	21	10.914
17	22	3.942
17	23	5.412
17	24	0.432
17	25	1.596
17	26	3.552
17	27	2.13
17	28	2.298
17	29	4.932
17	30	3.24
17	31	5.49
17	32	7.86
17	33	4.65
17	34	0.93
17	35	7.014
17	36	1.716
18	1	42.018
18	2	4.482
18	3	6.732
18	4	15.9
18	5	16.674
18	6	11.964
18	7	14.478
18	8	22.038
18	9	9.528
18	10	7.242
18	11	1.356
18	12	7.566
18	13	4.152
18	14	1.626
18	15	11.226
18	16	7.872
18	17	3.06
18	19	18.414
18	20	10.752
18	21	21.462
18	22	8.034
18	23	11.652
18	24	0.552
18	25	3.0
18	26	8.184
18	27	4.572
18	28	5.37
18	29	8.832
18	30	6.354
18	31	11.184
18	32	21.198
18	33	10.902
18	34	1.62
18	35	14.916
18	36	4.506
19	1	21.198
19	2	5.04
19	3	4.026
19	4	8.91
19	5	6.636
19	6	13.968
19	7	28.542
19	8	19.656
19	9	24.75
19	10	4.824
19	11	1.878
19	12	3.744
19	13	2.028
19	14	1.83
19	15	7.908
19	16	9.348
19	17	7.482
19	18	18.06
19	20	4.74
19	21	8.706
19	22	3.258
19	23	5.496
19	24	2.574
19	25	5.832
19	26	6.048
19	27	4.788
19	28	2.4
19	29	13.764
19	30	8.586
19	31	13.572
19	32	10.452
19	33	5.556
19	34	4.068
19	35	9.87
19	36	4.032
20	1	9.894
20	2	3.354
20	3	2.61
20	4	5.022
20	5	4.314
20	6	7.608
20	7	17.214
20	8	9.594
20	9	14.85
20	10	2.238
20	11	0.966
20	12	2.58
20	13	0.816
20	14	0.942
20	15	4.608
20	16	5.136
20	17	5.076
20	18	10.41
20	19	4.728
20	21	4.716
20	22	1.77
20	23	2.634
20	24	1.32
20	25	2.976
20	26	3.342
20	27	2.868
20	28	1.56
20	29	8.73
20	30	5.418
20	31	6.942
20	32	7.074
20	33	2.766
20	34	2.61
20	35	5.592
20	36	3.054
21	1	15.87
21	2	7.302
21	3	5.634
21	4	11.43
21	5	8.034
21	6	13.674
21	7	29.496
21	8	20.22
21	9	27.162
21	10	3.606
21	11	1.8
21	12	2.736
21	13	1.164
21	14	1.542
21	15	6.618
21	16	8.604
21	17	10.38
21	18	21.012
21	19	8.694
21	20	4.674
21	22	4.02
21	23	5.844
21	24	2.814
21	25	5.496
21	26	5.454
21	27	4.716
21	28	1.83
21	29	14.358
21	30	8.55
21	31	14.838
21	32	11.364
21	33	4.932
21	34	4.662
21	35	7.626
21	36	4.146
22	1	8.976
22	2	2.172
22	3	1.554
22	4	3.126
22	5	2.832
22	6	5.178
22	7	12.978
22	8	6.798
22	9	10.104
22	10	1.974
22	11	0.81
22	12	1.83
22	13	0.78
22	14	0.798
22	15	3.66
22	16	3.732
22	17	3.774
22	18	7.878
22	19	3.342
22	20	1.776
22	21	4.158
22	23	1.806
22	24	1.116
22	25	2.52
22	26	2.55
22	27	2.142
22	28	1.152
22	29	6.438
22	30	3.918
22	31	5.46
22	32	4.74
22	33	2.208
22	34	1.596
22	35	4.302
22	36	2.058
23	1	12.534
23	2	3.384
23	3	2.406
23	4	4.242
23	5	4.548
23	6	6.492
23	7	18.198
23	8	8.28
23	9	12.99
23	10	2.778
23	11	1.182
23	12	2.676
23	13	1.02
23	14	1.188
23	15	5.202
23	16	5.436
23	17	5.31
23	18	11.274
23	19	5.472
23	20	2.622
23	21	5.874
23	22	1.8
23	24	1.488
23	25	3.648
23	26	3.648
23	27	3.198
23	28	1.584
23	29	9.426
23	30	6.18
23	31	6.804
23	32	7.818
23	33	2.526
23	34	2.64
23	35	6.144
23	36	2.982
24	1	8.184
24	2	0.792
24	3	1.35
24	4	3.168
24	5	3.942
24	6	2.346
24	7	2.412
24	8	4.38
24	9	1.362
24	10	21.708
24	11	3.48
24	12	28.164
24	13	12.93
24	14	4.764
24	15	2.538
24	16	1.458
24	17	0.57
24	18	0.804
24	19	3.648
24	20	2.154
24	21	4.008
24	22	1.584
24	23	2.436
24	25	5.814
24	26	16.26
24	27	11.772
24	28	18.672
24	29	1.644
24	30	1.344
24	31	2.37
24	32	5.58
24	33	1.926
24	34	2.52
24	35	3.69
24	36	0.78
25	1	15.9
25	2	2.67
25	3	3.414
25	4	7.86
25	5	9.15
25	6	6.396
25	7	7.338
25	8	10.788
25	9	4.068
25	10	58.404
25	11	12.156
25	12	84.246
25	13	36.462
25	14	16.002
25	15	6.738
25	16	6.126
25	17	1.788
25	18	3.288
25	19	8.334
25	20	4.56
25	21	8.16
25	22	3.672
25	23	5.508
25	24	6.546
25	26	46.224
25	27	35.994
25	28	54.9
25	29	4.452
25	30	3.45
25	31	5.316
25	32	12.504
25	33	3.828
25	34	15.48
25	35	9.786
25	36	1.632
26	1	14.82
26	2	3.222
26	3	3.282
26	4	7.494
26	5	8.124
26	6	7.02
26	7	10.35
26	8	10.818
26	9	6.78
26	10	75.864
26	11	21.162
26	12	65.778
26	13	33.534
26	14	21.9
26	15	5.802
26	16	4.782
26	17	3.138
26	18	6.354
26	19	8.118
26	20	4.218
26	21	7.848
26	22	3.48
26	23	4.788
26	24	18.054
26	25	51.12
26	27	52.17
26	28	45.024
26	29	5.094
26	30	3.654
26	31	6.492
26	32	11.436
26	33	3.792
26	34	38.958
26	35	7.704
26	36	1.998
27	1	13.626
27	2	2.25
27	3	2.58
27	4	6.594
27	5	6.768
27	6	4.566
27	7	7.47
27	8	9.696
27	9	5.496
27	10	39.252
27	11	9.858
27	12	65.112
27	13	26.274
27	14	18.858
27	15	5.79
27	16	4.428
27	17	1.986
27	18	3.762
27	19	6.66
27	20	3.78
27	21	6.792
27	22	2.964
27	23	4.434
27	24	13.02
27	25	39.168
27	26	50.472
27	28	35.76
27	29	4.8
27	30	3.672
27	31	4.26
27	32	9.204
27	33	2.832
27	34	17.532
27	35	8.058
27	36	1.428
28	1	4.776
28	2	1.518
28	3	1.338
28	4	2.868
28	5	2.31
28	6	3.888
28	7	7.548
28	8	5.124
28	9	6.666
28	10	36.066
28	11	14.586
28	12	27.42
28	13	10.824
28	14	14.454
28	15	2.478
28	16	2.058
28	17	1.704
28	18	3.666
28	19	2.49
28	20	1.446
28	21	1.98
28	22	1.152
28	23	1.698
28	24	20.952
28	25	63.426
28	26	51.024
28	27	41.238
28	29	3.858
28	30	2.886
28	31	1.872
28	32	3.066
28	33	0.66
28	34	37.398
28	35	3.426
28	36	0.714
29	1	31.008
29	2	4.854
29	3	5.4
29	4	13.482
29	5	11.892
29	6	12.42
29	7	19.05
29	8	17.238
29	9	12.312
29	10	6.258
29	11	1.722
29	12	9.246
29	13	4.11
29	14	2.37
29	15	8.214
29	16	6.882
29	17	4.638
29	18	8.532
29	19	12.93
29	20	8.166
29	21	13.398
29	22	5.982
29	23	8.802
29	24	1.2
29	25	3.438
29	26	4.944
29	27	4.344
29	28	4.98
29	30	6.372
29	31	7.05
29	32	15.612
29	33	4.314
29	34	2.538
29	35	13.374
29	36	2.982
30	1	22.428
30	2	3.6
30	3	4.122
30	4	10.176
30	5	8.634
30	6	10.146
30	7	16.626
30	8	16.332
30	9	11.64
30	10	4.098
30	11	1.176
30	12	6.558
30	13	2.562
30	14	1.542
30	15	6.552
30	16	5.286
30	17	3.324
30	18	6.354
30	19	9.66
30	20	6.138
30	21	9.828
30	22	4.422
30	23	7.05
30	24	0.84
30	25	2.454
30	26	3.39
30	27	3.15
30	28	3.39
30	29	7.182
30	31	4.62
30	32	11.214
30	33	2.826
30	34	2.028
30	35	9.96
30	36	2.196
31	1	28.368
31	2	5.622
31	3	5.028
31	4	11.196
31	5	12.156
31	6	10.068
31	7	15.204
31	8	16.29
31	9	12.27
31	10	4.332
31	11	1.236
31	12	2.604
31	13	1.998
31	14	1.026
31	15	6.3
31	16	9.192
31	17	5.346
31	18	11.016
31	19	14.178
31	20	7.014
31	21	15.6
31	22	5.64
31	23	6.9
31	24	1.71
31	25	4.002
31	26	5.652
31	27	3.498
31	28	2.112
31	29	7.578
31	30	4.272
31	32	15.648
31	33	5.28
31	34	2.514
31	35	6.66
31	36	3.384
32	1	28.698
32	2	6.114
32	3	5.37
32	4	13.05
32	5	7.314
32	6	17.232
32	7	36.816
32	8	24.558
32	9	31.512
32	10	5.118
32	11	2.172
32	12	4.65
32	13	1.542
32	14	1.908
32	15	8.838
32	16	10.692
32	17	7.71
32	18	20.466
32	19	10.392
32	20	6.894
32	21	11.406
32	22	4.704
32	23	7.662
32	24	3.402
32	25	8.124
32	26	8.79
32	27	6.816
32	28	3.132
32	29	16.704
32	30	9.744
32	31	15.432
32	33	5.952
32	34	5.982
32	35	9.768
32	36	5.274
33	1	10.926
33	2	3.24
33	3	2.388
33	4	4.686
33	5	4.278
33	6	5.466
33	7	10.476
33	8	7.68
33	9	9.69
33	10	1.596
33	11	0.72
33	12	0.612
33	13	0.504
33	14	0.498
33	15	2.244
33	16	4.134
33	17	4.452
33	18	10.686
33	19	5.736
33	20	2.766
33	21	5.154
33	22	2.22
33	23	2.538
33	24	1.356
33	25	2.64
33	26	2.55
33	27	1.878
33	28	0.504
33	29	4.674
33	30	2.466
33	31	5.106
33	32	5.988
33	34	1.944
33	35	2.166
33	36	1.728
34	1	14.328
34	2	1.26
34	3	1.518
34	4	4.482
34	5	5.22
34	6	3.144
34	7	4.332
34	8	8.52
34	9	2.916
34	10	38.544
34	11	5.43
34	12	51.072
34	13	25.77
34	14	11.262
34	15	5.286
34	16	2.94
34	17	1.212
34	18	1.812
34	19	6.36
34	20	3.75
34	21	7.332
34	22	2.496
34	23	3.834
34	24	2.652
34	25	15.078
34	26	33.666
34	27	15.396
34	28	31.2
34	29	3.684
34	30	2.802
34	31	3.774
34	32	8.628
34	33	3.102
34	35	7.302
34	36	1.23
35	1	17.946
35	2	5.898
35	3	5.076
35	4	11.106
35	5	7.242
35	6	15.648
35	7	29.256
35	8	22.176
35	9	27.684
35	10	4.77
35	11	2.124
35	12	5.25
35	13	1.158
35	14	1.554
35	15	5.85
35	16	7.2
35	17	6.882
35	18	14.388
35	19	9.786
35	20	5.412
35	21	7.638
35	22	4.254
35	23	5.976
35	24	2.244
35	25	6.306
35	26	5.766
35	27	5.838
35	28	3.342
35	29	14.328
35	30	8.58
35	31	6.558
35	32	9.708
35	33	2.148
35	34	5.034
35	36	3.24
36	1	12.408
36	2	1.902
36	3	2.082
36	4	4.134
36	5	4.416
36	6	3.618
36	7	6.018
36	8	6.306
36	9	5.058
36	10	1.452
36	11	0.42
36	12	1.296
36	13	0.756
36	14	0.402
36	15	2.526
36	16	3.522
36	17	1.692
36	18	4.446
36	19	4.062
36	20	3.234
36	21	4.212
36	22	2.076
36	23	3.18
36	24	0.486
36	25	1.17
36	26	2.04
36	27	1.332
36	28	0.96
36	29	3.138
36	30	2.124
36	31	3.378
36	32	5.67
36	33	1.746
36	34	0.906
36	35	3.492
