init_node	term_node	demand
2	94	0.447
2	95	0.099
2	96	0.957
2	97	0.186
2	98	0.036
3	1	6.417
3	2	0.789
3	4	1.74
3	5	1.704
3	6	2.13
3	7	5.571
3	8	3.798
3	9	4.512
3	10	1.17
3	11	0.336
3	12	1.269
3	13	0.537
3	14	0.405
3	15	2.025
3	16	1.311
3	17	1.272
3	18	1.137
3	19	1.044
3	20	1.197
3	21	0.543
3	22	0.432
3	23	0.273
3	24	0.828
3	25	0.597
3	26	1.308
3	27	0.426
3	28	1.497
3	29	0.495
3	30	0.498
3	31	0.6
3	32	0.273
3	33	0.192
3	34	0.378
3	35	0.747
3	36	0.306
3	37	1.812
3	38	1.383
3	39	3.279
3	40	2.022
3	41	1.338
3	42	2.859
3	43	0.78
3	44	1.239
3	45	0.417
3	46	1.173
3	47	1.44
3	48	1.047
3	49	0.771
3	50	2.865
3	51	1.893
3	52	1.557
3	53	0.315
3	54	0.21
3	55	0.402
3	56	0.543
3	57	0.201
3	58	0.282
3	59	0.297
3	60	0.354
3	61	0.744
3	62	1.032
3	63	0.57
3	64	0.687
3	65	0.867
3	66	0.597
3	67	1.764
3	68	0.954
3	69	0.69
3	70	0.81
3	71	0.45
3	72	0.204
3	73	0.744
3	74	0.324
3	75	1.437
3	76	1.146
3	77	0.234
3	78	2.505
3	79	2.799
3	80	1.2
3	81	0.537
3	82	2.664
3	83	0.366
3	84	0.393
3	85	0.861
3	86	0.456
3	87	0.138
3	88	0.423
3	89	0.534
3	90	0.426
3	91	0.696
3	92	1.47
3	93	0.159
3	94	0.333
3	95	0.168
3	96	1.002
3	97	0.18
3	98	0.06
4	1	12.342
4	2	2.274
4	3	1.728
4	5	3.81
4	6	4.323
4	7	11.994
4	8	6.492
4	9	9.33
4	10	2.388
4	11	0.813
4	12	2.583
4	13	1.038
4	14	0.945
4	15	4.425
4	16	2.487
4	17	2.52
4	18	2.25
4	19	2.133
4	20	2.445
4	21	1.041
4	22	1.188
4	23	0.909
4	24	1.374
4	25	1.212
4	26	2.685
4	27	0.891
4	28	2.871
4	29	0.834
4	30	1.542
4	31	1.476
4	32	0.681
4	33	0.675
4	34	1.11
4	35	1.737
4	36	0.891
4	37	4.083
4	38	3.912
4	39	7.8
4	40	4.473
4	41	2.52
4	42	5.754
4	43	1.539
4	44	2.136
4	45	1.119
4	46	2.724
4	47	2.904
4	48	2.487
4	49	1.566
4	50	7.179
4	51	4.548
4	52	3.156
4	53	0.711
4	54	0.444
4	55	0.867
4	56	1.437
4	57	0.429
4	58	0.735
4	59	0.579
4	60	0.66
4	61	1.521
4	62	2.076
4	63	1.002
4	64	1.647
4	65	1.611
4	66	1.401
4	67	2.724
4	68	2.61
4	69	1.095
4	70	2.694
4	71	1.077
4	72	0.714
4	73	1.863
4	74	0.771
4	75	2.73
4	76	2.433
4	77	0.699
4	78	5.382
4	79	6.576
4	80	2.289
4	81	1.455
4	82	5.604
4	83	0.798
4	84	0.987
4	85	1.752
4	86	0.912
4	87	0.417
4	88	1.23
4	89	0.975
4	90	0.855
4	91	1.509
4	92	2.907
4	93	0.444
4	94	0.672
4	95	0.66
4	96	2.055
4	97	0.51
4	98	0.21
5	1	9.327
5	2	1.857
5	3	1.641
5	4	3.78
5	6	5.685
5	7	13.836
5	8	8.961
5	9	11.85
5	10	2.037
5	11	0.84
5	12	1.59
5	13	0.663
5	14	0.777
5	15	3.273
5	16	1.737
5	17	1.689
5	18	1.761
5	19	1.473
5	20	1.53
5	21	0.66
5	22	0.486
5	23	0.651
5	24	1.284
5	25	0.885
5	26	2.025
5	27	0.495
5	28	2.208
5	29	0.558
5	30	0.504
5	31	0.702
5	32	0.267
5	33	0.093
5	34	0.798
5	35	0.999
5	36	0.348
5	37	3.708
5	38	3.093
5	39	8.052
5	40	3.294
5	41	2.112
5	42	4.029
5	43	1.407
5	44	2.241
5	45	1.206
5	46	3.018
5	47	3.039
5	48	2.409
5	49	1.029
5	50	6.366
5	51	3.753
5	52	2.088
5	53	0.516
5	54	0.27
5	55	0.483
5	56	0.729
5	57	0.237
5	58	0.327
5	59	0.354
5	60	0.624
5	61	1.008
5	62	1.305
5	63	0.756
5	64	0.816
5	65	1.116
5	66	0.753
5	67	2.316
5	68	1.164
5	69	0.846
5	70	0.894
5	71	0.312
5	72	0.048
5	73	0.852
5	74	0.225
5	75	1.647
5	76	1.407
5	77	0.093
5	78	5.994
5	79	3.681
5	80	2.127
5	81	1.788
5	82	3.669
5	83	0.498
5	84	0.486
5	85	1.089
5	86	0.582
5	87	0.354
5	88	0.525
5	89	0.621
5	90	0.426
5	91	0.69
5	92	1.434
5	93	0.303
5	94	0.525
5	95	0.117
5	96	2.058
5	97	0.204
5	98	0.138
6	1	14.793
6	2	2.457
6	3	2.139
6	4	4.401
6	5	5.754
6	7	8.013
6	8	8.325
6	9	7.137
6	10	3.066
6	11	0.573
6	12	3.981
6	13	1.359
6	14	1.056
6	15	4.926
6	16	3.003
6	17	3.108
6	18	2.601
6	19	2.298
6	20	2.973
6	21	1.539
6	22	1.44
6	23	0.672
6	24	2.472
6	25	1.47
6	26	3.507
6	27	1.392
6	28	3.798
6	29	1.317
6	30	2.346
6	31	2.424
6	32	1.182
6	33	1.158
6	34	1.008
6	35	2.556
6	36	1.254
6	37	4.389
6	38	3.042
6	39	5.889
6	40	7.134
6	41	3.84
6	42	7.008
6	43	2.616
6	44	3.282
6	45	0.837
6	46	2.361
6	47	3.174
6	48	1.962
6	49	2.4
6	50	6.582
6	51	4.695
6	52	4.383
6	53	0.861
6	54	0.582
6	55	1.047
6	56	1.728
6	57	0.633
6	58	1.032
6	59	0.789
6	60	0.906
6	61	2.193
6	62	2.802
6	63	1.458
6	64	2.316
6	65	2.289
6	66	1.926
6	67	4.125
6	68	3.804
6	69	1.743
6	70	4.176
6	71	1.989
6	72	1.341
6	73	3.18
6	74	1.494
6	75	4.452
6	76	3.831
6	77	1.344
6	78	4.959
6	79	8.718
6	80	2.763
6	81	1.062
6	82	7.929
6	83	1.062
6	84	1.284
6	85	2.367
6	86	1.218
6	87	0.309
6	88	1.746
6	89	1.533
6	90	1.419
6	91	2.676
6	92	5.064
6	93	0.444
6	94	0.837
6	95	1.125
6	96	1.809
6	97	0.705
6	98	0.165
7	1	32.934
7	2	4.752
7	3	5.637
7	4	12.192
7	5	14.196
7	6	8.106
7	8	18.375
7	9	9.411
7	10	6.939
7	11	1.041
7	12	10.635
7	13	2.973
7	14	1.692
7	15	8.982
7	16	6.999
7	17	7.632
7	18	5.067
7	19	5.217
7	20	7.272
7	21	4.23
7	22	4.23
7	23	0.996
7	24	5.889
7	25	3.498
7	26	8.187
7	27	3.465
7	28	9.255
7	29	4.335
7	30	6.051
7	31	7.014
7	32	4.272
7	33	3.846
7	34	1.476
7	35	7.17
7	36	3.567
7	37	8.451
7	38	3.723
7	39	7.14
7	40	14.52
7	41	8.787
7	42	15.054
7	43	6.606
7	44	9.309
7	45	0.792
7	46	3.021
7	47	5.973
7	48	3.996
7	49	5.205
7	50	9.921
7	51	8.082
7	52	10.572
7	53	1.983
7	54	1.512
7	55	2.706
7	56	4.338
7	57	1.848
7	58	2.892
7	59	2.091
7	60	2.121
7	61	5.541
7	62	7.371
7	63	3.684
7	64	6.327
7	65	6.021
7	66	4.959
7	67	12.228
7	68	9.099
7	69	5.433
7	70	11.436
7	71	6.963
7	72	5.292
7	73	10.74
7	74	5.322
7	75	11.646
7	76	10.887
7	77	4.731
7	78	7.686
7	79	18.903
7	80	5.334
7	81	1.74
7	82	15.042
7	83	2.658
7	84	3.429
7	85	6.399
7	86	3.141
7	87	0.372
7	88	4.236
7	89	5.052
7	90	5.739
7	91	7.866
7	92	14.478
7	93	0.789
7	94	1.914
7	95	3.363
7	96	2.988
7	97	2.145
7	98	0.216
8	1	23.562
8	2	4.86
8	3	3.792
8	4	6.516
8	5	9.057
8	6	8.202
8	7	18.102
8	9	11.418
8	10	4.062
8	11	1.401
8	12	5.067
8	13	2.04
8	14	1.671
8	15	6.954
8	16	4.821
8	17	5.145
8	18	4.404
8	19	4.449
8	20	5.217
8	21	2.376
8	22	3.054
8	23	1.8
8	24	2.337
8	25	2.055
8	26	5.337
8	27	1.323
8	28	5.565
8	29	1.959
8	30	3.672
8	31	3.444
8	32	1.926
8	33	1.923
8	34	2.049
8	35	3.777
8	36	2.034
8	37	6.351
8	38	5.601
8	39	10.821
8	40	9.897
8	41	4.824
8	42	10.206
8	43	3.366
8	44	4.179
8	45	1.548
8	46	3.801
8	47	4.413
8	48	3.81
8	49	2.949
8	50	9.144
8	51	7.386
8	52	6.693
8	53	1.473
8	54	0.975
8	55	2.022
8	56	3.36
8	57	1.017
8	58	1.731
8	59	1.209
8	60	0.936
8	61	3.192
8	62	4.344
8	63	1.62
8	64	3.615
8	65	3.495
8	66	2.997
8	67	5.172
8	68	5.367
8	69	2.436
8	70	6.672
8	71	2.724
8	72	2.223
8	73	5.112
8	74	1.95
8	75	5.442
8	76	5.412
8	77	1.923
8	78	7.872
8	79	12.396
8	80	3.783
8	81	2.793
8	82	11.214
8	83	1.776
8	84	2.193
8	85	4.212
8	86	1.434
8	87	0.726
8	88	2.649
8	89	2.331
8	90	2.346
8	91	3.435
8	92	6.45
8	93	0.816
8	94	1.302
8	95	1.872
8	96	3.141
8	97	1.407
8	98	0.465
9	1	30.81
9	2	3.633
9	3	4.602
9	4	9.513
9	5	12.216
9	6	7.242
9	7	9.486
9	8	11.622
9	10	5.22
9	11	1.041
9	12	8.751
9	13	3.516
9	14	1.731
9	15	8.001
9	16	7.713
9	17	8.34
9	18	6.696
9	19	6.936
9	20	8.634
9	21	4.35
9	22	5.319
9	23	0.843
9	24	4.29
9	25	3.444
9	26	7.968
9	27	2.133
9	28	8.37
9	29	4.044
9	30	5.976
9	31	5.994
9	32	3.927
9	33	3.378
9	34	0.939
9	35	6.219
9	36	2.478
9	37	6.486
9	38	2.655
9	39	4.737
9	40	12.621
9	41	7.629
9	42	13.881
9	43	5.154
9	44	6.678
9	45	0.459
9	46	1.782
9	47	4.209
9	48	3.204
9	49	4.806
9	50	6.387
9	51	5.757
9	52	11.418
9	53	2.079
9	54	1.623
9	55	3.423
9	56	5.313
9	57	1.836
9	58	2.943
9	59	2.073
9	60	1.284
9	61	5.532
9	62	7.401
9	63	2.748
9	64	6.258
9	65	6.054
9	66	4.995
9	67	8.727
9	68	7.899
9	69	4.746
9	70	10.896
9	71	6.174
9	72	4.965
9	73	9.222
9	74	4.404
9	75	9.261
9	76	10.041
9	77	3.84
9	78	6.231
9	79	16.254
9	80	4.947
9	81	1.251
9	82	14.292
9	83	3.03
9	84	3.708
9	85	7.428
9	86	2.703
9	87	0.267
9	88	3.927
9	89	4.608
9	90	5.484
9	91	6.477
9	92	12.189
9	93	0.546
9	94	1.956
9	95	3.306
9	96	2.541
9	97	2.553
9	98	0.156
10	1	4.83
10	2	1.215
10	3	1.203
10	4	2.691
10	5	2.448
10	6	2.838
10	7	5.439
10	8	4.299
10	9	3.99
10	11	7.686
10	12	38.232
10	13	8.667
10	14	11.43
10	15	2.397
10	16	2.52
10	17	2.682
10	18	1.311
10	19	1.56
10	20	2.184
10	21	1.272
10	22	1.254
10	23	0.765
10	24	2.55
10	25	1.827
10	26	3.21
10	27	2.391
10	28	4.383
10	29	1.557
10	30	1.941
10	31	2.718
10	32	1.422
10	33	1.47
10	34	1.5
10	35	3.678
10	36	1.803
10	37	2.07
10	38	1.263
10	39	2.73
10	40	2.625
10	41	1.413
10	42	2.349
10	43	1.158
10	44	1.662
10	45	13.02
10	46	34.137
10	47	40.518
10	48	21.273
10	49	16.95
10	50	2.634
10	51	1.947
10	52	2.829
10	53	0.6
10	54	0.501
10	55	0.681
10	56	1.554
10	57	0.57
10	58	1.239
10	59	0.891
10	60	1.065
10	61	1.842
10	62	3.048
10	63	1.653
10	64	3.306
10	65	2.214
10	66	2.649
10	67	5.544
10	68	4.371
10	69	2.421
10	70	3.942
10	71	2.175
10	72	1.503
10	73	4.224
10	74	1.866
10	75	6.042
10	76	5.283
10	77	2.097
10	78	1.899
10	79	3.279
10	80	0.927
10	81	21.861
10	82	3.201
10	83	0.612
10	84	1.437
10	85	1.611
10	86	1.518
10	87	0.414
10	88	1.932
10	89	1.956
10	90	1.683
10	91	3.513
10	92	6.282
10	93	0.594
10	94	0.645
10	95	0.9
10	96	0.693
10	97	0.642
10	98	0.234
11	1	2.643
11	2	0.399
11	3	0.45
11	4	1.041
11	5	1.245
11	6	0.648
11	7	1.032
11	8	1.734
11	9	0.969
11	10	6.951
11	12	14.715
11	13	3.216
11	14	2.571
11	15	0.978
11	16	1.725
11	17	1.869
11	18	1.182
11	19	1.182
11	20	1.563
11	21	0.942
11	22	1.116
11	23	0.219
11	24	1.419
11	25	0.933
11	26	1.917
11	27	1.335
11	28	2.406
11	29	0.846
11	30	1.545
11	31	1.704
11	32	0.765
11	33	0.714
11	34	0.297
11	35	1.647
11	36	0.759
11	37	0.768
11	38	0.312
11	39	0.609
11	40	1.182
11	41	0.732
11	42	1.233
11	43	0.528
11	44	0.867
11	45	2.049
11	46	6.696
11	47	10.557
11	48	5.01
11	49	6.741
11	50	0.903
11	51	0.729
11	52	2.256
11	53	0.42
11	54	0.342
11	55	0.555
11	56	1.227
11	57	0.402
11	58	0.87
11	59	0.534
11	60	0.504
11	61	1.236
11	62	1.839
11	63	0.975
11	64	2.121
11	65	1.494
11	66	1.692
11	67	2.658
11	68	2.682
11	69	1.149
11	70	2.826
11	71	1.473
11	72	0.912
11	73	2.079
11	74	1.164
11	75	3.324
11	76	2.544
11	77	0.909
11	78	0.675
11	79	1.659
11	80	0.471
11	81	2.994
11	82	1.656
11	83	0.51
11	84	1.053
11	85	1.269
11	86	0.828
11	87	0.096
11	88	1.191
11	89	1.002
11	90	0.948
11	91	2.091
11	92	3.846
11	93	0.18
11	94	0.447
11	95	0.723
11	96	0.255
11	97	0.567
11	98	0.048
12	1	3.66
12	2	1.188
12	3	1.065
12	4	2.373
12	5	1.701
12	6	3.231
12	7	7.62
12	8	4.413
12	9	6.015
12	10	41.535
12	11	16.05
12	13	12.186
12	14	12.603
12	15	2.124
12	16	1.083
12	17	1.41
12	18	0.936
12	19	0.693
12	20	1.209
12	21	2.094
12	22	2.013
12	23	2.352
12	24	2.796
12	25	1.152
12	26	3.501
12	27	2.046
12	28	5.787
12	29	3.045
12	30	2.475
12	31	4.668
12	32	3.042
12	33	4.269
12	34	3.417
12	35	5.157
12	36	4.878
12	37	1.485
12	38	1.215
12	39	2.562
12	40	1.968
12	41	1.137
12	42	1.497
12	43	0.921
12	44	1.371
12	45	15.813
12	46	48.834
12	47	37.503
12	48	37.719
12	49	13.854
12	50	3.591
12	51	2.73
12	52	3.432
12	53	0.984
12	54	0.408
12	55	0.51
12	56	2.097
12	57	1.155
12	58	1.863
12	59	0.459
12	60	1.425
12	61	2.232
12	62	1.998
12	63	1.89
12	64	3.78
12	65	3.15
12	66	2.7
12	67	7.791
12	68	3.867
12	69	3.99
12	70	5.607
12	71	4.716
12	72	4.587
12	73	9.168
12	74	3.717
12	75	4.83
12	76	5.949
12	77	5.223
12	78	1.155
12	79	2.16
12	80	0.417
12	81	30.645
12	82	2.547
12	83	0.903
12	84	1.911
12	85	2.751
12	86	0.888
12	87	0.834
12	88	2.076
12	89	4.08
12	90	5.181
12	91	4.845
12	92	7.719
12	93	1.248
12	94	0.618
12	95	2.184
12	96	0.471
12	97	1.284
12	98	0.93
13	1	1.296
13	2	0.522
13	3	0.426
13	4	0.861
13	5	0.573
13	6	0.99
13	7	2.067
13	8	1.62
13	9	2.466
13	10	9.933
13	11	3.81
13	12	12.606
13	14	3.894
13	15	0.513
13	16	0.807
13	17	0.981
13	18	0.234
13	19	0.597
13	20	0.765
13	21	0.3
13	22	0.843
13	23	0.852
13	24	0.468
13	25	0.648
13	26	0.684
13	27	0.852
13	28	1.281
13	29	0.336
13	30	1.2
13	31	1.146
13	32	0.543
13	33	0.708
13	34	1.095
13	35	1.191
13	36	1.23
13	37	0.687
13	38	0.657
13	39	1.458
13	40	0.774
13	41	0.405
13	42	0.558
13	43	0.324
13	44	0.441
13	45	7.809
13	46	21.918
13	47	19.584
13	48	15.255
13	49	5.811
13	50	1.38
13	51	0.993
13	52	0.495
13	53	0.225
13	54	0.216
13	55	0.294
13	56	0.924
13	57	0.177
13	58	0.687
13	59	0.264
13	60	0.357
13	61	0.282
13	62	1.071
13	63	0.33
13	64	1.488
13	65	0.525
13	66	1.149
13	67	1.029
13	68	2.001
13	69	0.489
13	70	2.499
13	71	0.891
13	72	0.678
13	73	1.797
13	74	0.708
13	75	1.794
13	76	1.392
13	77	0.831
13	78	0.669
13	79	0.777
13	80	0.189
13	81	14.859
13	82	0.63
13	83	0.129
13	84	0.792
13	85	0.456
13	86	0.474
13	87	0.363
13	88	1.014
13	89	0.501
13	90	0.489
13	91	1.125
13	92	1.851
13	93	0.423
13	94	0.141
13	95	0.771
13	96	0.3
13	97	0.462
13	98	0.306
14	1	2.331
14	2	0.399
14	3	0.483
14	4	1.146
14	5	1.065
14	6	1.083
14	7	1.479
14	8	1.923
14	9	1.446
14	10	10.797
14	11	2.712
14	12	11.712
14	13	3.318
14	15	0.837
14	16	1.368
14	17	1.719
14	18	0.822
14	19	1.065
14	20	1.524
14	21	1.131
14	22	1.536
14	23	0.48
14	24	1.344
14	25	0.933
14	26	1.758
14	27	1.437
14	28	2.61
14	29	1.092
14	30	2.262
14	31	2.487
14	32	1.449
14	33	1.62
14	34	0.6
14	35	2.28
14	36	1.566
14	37	0.687
14	38	0.33
14	39	0.66
14	40	1.071
14	41	0.666
14	42	1.026
14	43	0.501
14	44	0.81
14	45	2.838
14	46	9.126
14	47	11.37
14	48	9.96
14	49	6.807
14	50	1.11
14	51	0.846
14	52	2.112
14	53	0.441
14	54	0.402
14	55	0.618
14	56	1.443
14	57	0.552
14	58	1.191
14	59	0.531
14	60	0.531
14	61	1.203
14	62	1.974
14	63	0.969
14	64	2.562
14	65	1.644
14	66	1.929
14	67	2.886
14	68	3.273
14	69	1.395
14	70	4.515
14	71	2.778
14	72	2.007
14	73	3.846
14	74	2.091
14	75	2.985
14	76	2.901
14	77	2.04
14	78	0.504
14	79	1.374
14	80	0.309
14	81	6.324
14	82	1.155
14	83	0.51
14	84	1.341
14	85	1.608
14	86	0.855
14	87	0.18
14	88	1.62
14	89	1.371
14	90	1.698
14	91	2.781
14	92	4.776
14	93	0.306
14	94	0.363
14	95	1.545
14	96	0.222
14	97	0.888
14	98	0.15
15	1	8.256
15	2	2.31
15	3	2.01
15	4	4.395
15	5	3.285
15	6	4.812
15	7	8.814
15	8	6.894
15	9	7.836
15	10	2.097
15	11	0.759
15	12	1.881
15	13	0.654
15	14	0.687
15	16	1.236
15	17	1.419
15	18	0.879
15	19	0.975
15	20	1.359
15	21	0.84
15	22	0.972
15	23	1.158
15	24	1.152
15	25	0.789
15	26	1.677
15	27	0.555
15	28	2.286
15	29	0.861
15	30	1.401
15	31	2.034
15	32	0.834
15	33	1.176
15	34	1.575
15	35	1.614
15	36	1.965
15	37	2.748
15	38	2.7
15	39	5.502
15	40	3.948
15	41	2.301
15	42	3.309
15	43	1.782
15	44	2.607
15	45	0.894
15	46	2.334
15	47	2.082
15	48	2.019
15	49	1.116
15	50	4.383
15	51	2.889
15	52	1.908
15	53	0.522
15	54	0.324
15	55	0.543
15	56	1.065
15	57	0.423
15	58	0.654
15	59	0.354
15	60	0.582
15	61	0.981
15	62	1.431
15	63	0.717
15	64	1.284
15	65	1.239
15	66	0.999
15	67	1.962
15	68	1.767
15	69	1.095
15	70	2.919
15	71	1.806
15	72	1.146
15	73	2.64
15	74	1.335
15	75	2.343
15	76	1.461
15	77	1.242
15	78	3.006
15	79	4.437
15	80	1.08
15	81	1.677
15	82	2.94
15	83	0.51
15	84	0.765
15	85	1.416
15	86	0.591
15	87	0.459
15	88	1.119
15	89	1.125
15	90	1.341
15	91	1.923
15	92	3.216
15	93	0.642
15	94	0.369
15	95	1.062
15	96	1.251
15	97	0.54
15	98	0.375
16	1	6.867
16	2	1.392
16	3	1.116
16	4	2.319
16	5	1.956
16	6	2.607
16	7	5.439
16	8	4.305
16	9	5.847
16	10	1.839
16	11	1.353
16	12	1.53
16	13	0.45
16	14	1.02
16	15	1.26
16	17	16.683
16	18	22.677
16	19	20.262
16	20	22.299
16	21	1.044
16	22	2.274
16	23	1.971
16	24	12.048
16	25	8.772
16	26	20.88
16	27	0.927
16	28	3.237
16	29	0.708
16	30	1.296
16	31	0.513
16	32	0.135
16	33	0.036
16	34	0.708
16	35	0.723
16	36	0.057
16	37	1.41
16	38	2.193
16	39	3.738
16	40	2.697
16	41	1.569
16	42	2.727
16	43	1.116
16	44	1.404
16	45	2.19
16	46	2.853
16	47	3.006
16	48	3.405
16	49	1.029
16	50	3.045
16	51	1.875
16	52	28.293
16	53	7.464
16	54	3.426
16	55	9.099
16	56	3.078
16	57	0.378
16	58	0.939
16	59	3.822
16	60	5.754
16	61	12.246
16	62	14.307
16	63	0.939
16	64	1.995
16	65	1.659
16	66	1.917
16	67	2.775
16	68	2.187
16	69	0.846
16	70	1.851
16	71	0.066
16	72	0.021
16	73	0.3
16	74	0.012
16	75	0.813
16	76	0.87
16	77	0.03
16	78	3.078
16	79	2.97
16	80	1.197
16	81	4.293
16	82	1.38
16	83	8.607
16	84	1.524
16	85	2.394
16	86	5.619
16	87	0.945
16	88	1.035
16	89	0.735
16	90	0.483
16	91	0.3
16	92	0.681
16	93	0.309
16	94	4.356
16	95	0.219
16	96	1.215
16	97	0.771
16	98	0.318
17	1	6.717
17	2	1.353
17	3	1.101
17	4	2.403
17	5	1.941
17	6	2.733
17	7	5.964
17	8	4.683
17	9	6.345
17	10	1.977
17	11	1.464
17	12	1.992
17	13	0.579
17	14	1.287
17	15	1.482
17	16	16.893
17	18	29.34
17	19	20.298
17	20	17.919
17	21	1.347
17	22	2.928
17	23	2.571
17	24	12.579
17	25	8.133
17	26	18.63
17	27	1.056
17	28	3.735
17	29	1.086
17	30	2.088
17	31	0.978
17	32	0.3
17	33	0.192
17	34	1.176
17	35	0.963
17	36	0.225
17	37	1.275
17	38	1.929
17	39	3.225
17	40	2.652
17	41	1.602
17	42	2.694
17	43	1.14
17	44	1.5
17	45	1.953
17	46	2.73
17	47	2.907
17	48	3.513
17	49	1.176
17	50	3.447
17	51	2.217
17	52	19.83
17	53	6.867
17	54	4.032
17	55	10.404
17	56	3.624
17	57	0.558
17	58	1.26
17	59	3.249
17	60	6.144
17	61	11.088
17	62	15.279
17	63	1.068
17	64	2.412
17	65	1.998
17	66	2.22
17	67	3.357
17	68	2.868
17	69	1.206
17	70	3.126
17	71	0.408
17	72	0.243
17	73	0.996
17	74	0.24
17	75	1.347
17	76	1.056
17	77	0.027
17	78	2.547
17	79	2.826
17	80	1.059
17	81	4.215
17	82	1.779
17	83	8.601
17	84	1.851
17	85	2.994
17	86	6.18
17	87	1.116
17	88	1.524
17	89	1.185
17	90	1.053
17	91	0.642
17	92	1.272
17	93	0.495
17	94	4.611
17	95	0.885
17	96	1.08
17	97	1.203
17	98	0.504
18	1	6.297
18	2	1.236
18	3	1.071
18	4	2.157
18	5	1.791
18	6	2.121
18	7	3.996
18	8	4.002
18	9	5.262
18	10	1.392
18	11	1.068
18	12	0.6
18	13	0.504
18	14	0.813
18	15	0.903
18	16	22.542
18	17	28.824
18	19	27.081
18	20	31.404
18	21	0.933
18	22	2.109
18	23	1.572
18	24	10.365
18	25	9.927
18	26	21.387
18	27	0.819
18	28	3.003
18	29	0.633
18	30	0.756
18	31	0.12
18	32	0.012
18	33	0.036
18	34	0.048
18	35	0.396
18	36	0.066
18	37	1.413
18	38	2.052
18	39	3.696
18	40	2.793
18	41	1.551
18	42	2.814
18	43	1.032
18	44	1.32
18	45	1.803
18	46	1.86
18	47	2.382
18	48	2.457
18	49	0.489
18	50	2.451
18	51	1.416
18	52	28.734
18	53	6.87
18	54	3.786
18	55	11.37
18	56	3.162
18	57	0.285
18	58	0.741
18	59	4.413
18	60	5.061
18	61	10.677
18	62	16.17
18	63	0.873
18	64	1.716
18	65	1.545
18	66	1.821
18	67	2.871
18	68	1.29
18	69	0.72
18	70	0.822
18	71	0.021
18	72	0.024
18	73	0.054
18	74	0.015
18	75	0.585
18	76	0.498
18	77	0.033
18	78	3.036
18	79	2.751
18	80	1.23
18	81	3.684
18	82	0.885
18	83	7.902
18	84	1.404
18	85	2.295
18	86	6.24
18	87	0.729
18	88	0.627
18	89	0.537
18	90	0.045
18	91	0.042
18	92	0.408
18	93	0.066
18	94	6.33
18	95	0.033
18	96	1.59
18	97	0.615
18	98	0.177
19	1	6.681
